2.1972,21.71,0.96206,0.33831,8.8207,-0.23019,0.41437
2.2611,11.457,1.3114,0.58561,8.7815,-0.13663,0.75825
2.2765,13.957,0.91393,0.3366,9.4393,-0.35282,0.31735
4.1579,97.684,1.8388,0.84839,11.15,-0.49452,0.8864
4.322,66.859,1.6416,0.8997,9.6747,-0.57174,0.79905
2.2022,14.338,1.3365,0.047054,7.7264,0.54066,0.85626
3.1606,13.241,0.47864,0.059205,8.3504,-0.55013,-0.14322
3.5193,54.333,0.94206,0.50482,6.5815,-0.36913,0.42487
4.5823,41.941,2.398,0.45923,10.061,0.53215,1.4958
2.3459,16.007,0.38541,0.099796,7.0026,-0.41486,-0.063859
4.1614,43.78,1.6626,0.9344,7.359,-0.25219,1.0338
3.1025,47.117,2.6617,0.42851,11.939,0.85973,1.7808
4.3502,52.668,2.6347,0.82824,11.453,0.24626,1.634
2.2751,17,1.375,0.34905,7.4652,0.2906,0.90338
2.6532,33.109,0.94818,0.23417,10.185,-0.36948,0.25325
3.1151,76.097,1.4943,0.42863,14.159,-0.56645,0.4475
2.6886,105.08,1.9571,0.25914,12.145,0.39738,1.1229
5.0267,81.673,3.7221,1.5013,8.7947,0.93297,2.8961
3.1492,31.919,1.8417,0.65279,11.621,-0.15796,0.97783
2.1974,9.9485,0.86953,0.36719,6.7693,-0.15304,0.44919
2.9576,27.483,0.96804,0.27687,11.359,-0.58463,0.14977
2.2393,9.6536,0.47278,0.1736,6.5371,-0.3397,0.063013
3.1569,48.472,1.1025,0.37337,10.027,-0.43438,0.35625
2.5595,18.09,0.65846,0.26545,9.2279,-0.57118,0.040049
3.1273,23.855,1.3307,0.61488,9.2444,-0.35185,0.64592
2.3409,12.508,0.58673,0.17127,9.0492,-0.48877,0.0067704
3.1744,17.849,0.7393,0.24211,9.1861,-0.57174,0.053715
4.0558,32.866,1.5519,0.35816,10.171,-0.14409,0.69383
2.1618,10.313,0.57458,0.3049,7.6345,-0.46343,0.10438
2.8248,15.827,1.2486,0.12956,9.5382,0.072032,0.57706
2.5201,21.082,1.5707,0.47421,8.9195,0.17176,0.97762
2.4123,30.659,1.2177,0.29245,9.3259,-0.020749,0.61095
2.2542,11.898,0.46949,0.15859,6.489,-0.32539,0.061388
2.274,12.603,0.86344,0.19057,9.0472,-0.21816,0.29195
2.2892,38.81,1.1165,0.28368,8.5145,-0.0085198,0.57689
2.8167,43.22,1.351,0.36671,12.019,-0.33315,0.50602
2.9932,34.902,2.1215,0.50993,16.091,-0.20659,0.95536
2.7125,23.815,0.86612,0.32432,9.4239,-0.47188,0.21597
2.1838,12.562,0.86063,0.20689,9.0608,-0.22076,0.29974
2.8332,22.358,0.70482,0.16892,9.7929,-0.54064,0.01435
2.3516,162.3,1.008,0.69672,8.0459,-0.49452,0.49119
3.5821,47.216,1.5654,0.57271,10.578,-0.3149,0.72674
4.0533,74.046,1.6197,0.59679,12.344,-0.60023,0.57865
3.1503,51.848,2.3021,0.40553,8.9443,0.85973,1.6371
2.728,13.605,1.0036,0.22578,8.1719,-0.10365,0.43826
2.5051,21.582,0.76882,0.30902,8.3943,-0.40792,0.21228
3.1368,38.14,0.81706,0.31098,8.4067,-0.46634,0.19337
2.6255,13.411,1.6584,0.40367,11.941,-0.0090306,0.84784
2.5604,47.098,1.2193,0.29642,11.163,-0.2437,0.47108
3.3604,44.263,0.89008,0.30416,8.9104,-0.48086,0.20587
2.7001,29.062,1.6745,0.39931,9.1739,0.2906,1.043
2.9817,20.458,0.53363,0.20377,8.5302,-0.63214,-0.083371
2.2077,11.125,0.44498,0.29238,7.4586,-0.57118,-0.019237
2.7556,22.848,1.2951,0.78909,7.5429,-0.31175,0.7706
2.942,30.519,1.7817,1.0184,9.7777,-0.33199,1.0792
4.3081,121.07,2.848,0.65724,16.732,-0.077501,1.3932
2.9514,49.923,1.285,0.58614,10.932,-0.52769,0.49831
2.1826,9.1058,1.3636,0.016769,8.4416,0.53236,0.84123
5.1358,125.22,2.5699,0.89068,12.054,-0.10486,1.4256
4.4144,173.92,3.0583,1.0849,11.039,0.45856,2.0867
2.6465,14.481,0.11715,0.16844,7.5685,-0.85542,-0.39861
2.8882,32.64,1.289,0.14209,14.246,-0.43438,0.27478
2.929,34.872,0.61128,0.33814,8.4481,-0.67114,0.0056353
2.6753,14.504,1.8108,0.19354,10.078,0.54066,1.1203
2.9381,19.206,0.68139,0.12503,9.2028,-0.47389,0.020611
2.485,85.128,0.47708,0.32666,8.321,-0.70626,-0.072379
3.728,51.298,2.4016,0.90951,9.6522,0.2749,1.6209
2.4415,14.831,0.97299,0.51451,10.021,-0.56412,0.31711
2.8592,14.549,1.4353,0.18816,9.0322,0.24965,0.79552
2.6394,38.133,1.4659,0.37027,9.2329,0.11596,0.83756
2.207,14.019,0.84024,0.45918,7.3611,-0.33315,0.38216
2.4398,65.764,1.672,0.3432,10.578,0.24965,0.97986
3.9415,35.857,1.7087,0.92686,8.7978,-0.35891,0.97704
2.149,12.633,0.15565,0.10128,6.6087,-0.57836,-0.25017
3.467,28.199,0.74334,0.35082,8.0352,-0.58463,0.11662
3.3385,37.767,1.3093,0.21629,9.6707,-0.061003,0.56914
3.678,127.24,1.4552,0.83246,10.115,-0.64425,0.64256
3.5932,42.773,1.6702,0.68185,10.02,-0.25219,0.87453
2.1695,9.2876,0.87149,0.01285,9.0144,-0.0085198,0.31531
2.1736,42.928,0.90819,0.29007,8.0601,-0.15796,0.41043
2.9308,26.241,2.2945,0.85052,10.485,0.27167,1.5426
2.4165,13.506,1.3627,0.18396,8.3916,0.32681,0.8163
2.9386,33.726,0.7543,0.26379,10.017,-0.63092,0.035032
2.8248,12.785,0.7152,0.33333,8.7482,-0.57841,0.099298
3.8955,42.668,1.7789,0.40843,8.7216,0.24626,1.0579
2.2923,11.826,0.80476,0.24566,7.1926,-0.15213,0.34859
4.3297,67.382,2.0368,0.92848,9.1738,-0.13841,1.2372
2.3365,29.933,0.53175,0.15892,8.3579,-0.46155,-0.0034062
2.1589,9.8578,0.52468,0.05948,7.9467,-0.29739,0.035569
2.4736,14.964,0.81229,0.35305,9.7057,-0.53771,0.17287
4.0894,10.592,2.2611,0.79621,7.6064,0.4603,1.6168
3.2026,35.81,0.98814,0.64975,7.8096,-0.57438,0.4027
2.8355,43.544,1.463,0.36222,10.803,-0.087317,0.70096
4.3035,119.37,2.0136,0.67059,12.371,-0.33315,0.93854
